cccm_site_id,site_name,alternative_names,region,district,catchment,latitude,longitude,households,individuals,record_status
CCCM-2024-SO220117-0110,Bilnur - Bulo Sheikh,,Banadir,Mogadishu Khada,Kahda · CA04,2.0681814,45.2370994,98,588,
CCCM-2024-SO220117-0111,Bilnur - Duldiir,,Banadir,Mogadishu Khada,Kahda · CA04,2.0677604,45.2367678,93,558,
CCCM-2024-SO220117-0123,Bilnuur - Bilkher,,Banadir,Mogadishu Khada,Kahda · CA04,2.0681041,45.2369027,110,660,
CCCM-2024-SO220117-0670,Bilqeyr - Balsaar,,Banadir,Mogadishu Khada,Kahda · CA04,2.0665949,45.2396931,56,336,
CCCM-2024-SO220117-0671,Bisharo - Abanane,,Banadir,Mogadishu Khada,Kahda · CA15,2.0398867,45.2614453,212,1272,
CCCM-2024-SO220117-0001,Bismilahi,,Banadir,Mogadishu Khada,Kahda · CA08,2.0640596,45.2452204,80,480,
CCCM-2024-SO220117-0435,Bitaale - Dudumo Cadey,,Banadir,Mogadishu Khada,Kahda · CA16,2.0507758,45.267194,50,300,
CCCM-2024-SO220117-0533,Biyo Adde - Biyo Adde,,Banadir,Mogadishu Khada,Kahda · CA13,2.0559799,45.2607229,68,408,
CCCM-2024-SO220117-0535,Biyo Adde - Dhagah Madow,,Banadir,Mogadishu Khada,Kahda · CA13,2.0560462,45.2600379,75,450,
CCCM-2024-SO220117-0536,Biyo Adde - Garweyne,,Banadir,Mogadishu Khada,Kahda · CA13,2.0563718,45.2602999,60,360,
CCCM-2024-SO220117-0540,Biyo Adde - Sahan2,,Banadir,Mogadishu Khada,Kahda · CA13,2.0555953,45.260378,53,318,
CCCM-2024-SO220117-0840,Boqol Soon - Bakar,,Banadir,Mogadishu Khada,Kahda · CA17,2.0574162,45.2664603,125,720,
CCCM-2024-SO220117-0821,Boqol Soon - Boqol Soon,,Banadir,Mogadishu Khada,Kahda · CA17,2.0571414,45.2676206,180,1020,
CCCM-2024-SO220117-0851,Boqol Soon - Bulsho Uroon,,Banadir,Mogadishu Khada,Kahda · CA17,2.0572258,45.2665021,105,600,
CCCM-2024-SO220117-0852,Boqolsoon - Dahable,,Banadir,Mogadishu Khada,Kahda · CA17,2.0587545,45.2654927,115,570,
CCCM-2024-SO220117-0853,Boqolsoon - Dan Iyo Daruuf,,Banadir,Mogadishu Khada,Kahda · CA17,2.0577121,45.2667093,160,900,
CCCM-2024-SO220117-0854,Boqolsoon - Midnimo,,Banadir,Mogadishu Khada,Kahda · CA17,2.0588225,45.265565,80,450,
CCCM-2024-SO220117-0855,Boqolsoon - Xoog Yare,,Banadir,Mogadishu Khada,Kahda · CA17,2.0572295,45.267165,145,840,
CCCM-2024-SO220117-0022,Buhoodle - Buhoodle,,Banadir,Mogadishu Khada,Kahda · CA03,2.0660116,45.232236,120,720,
CCCM-2024-SO220117-0541,Bula Jaaay - Bulojaay,,Banadir,Mogadishu Khada,Kahda · CA15,2.0460491,45.2563043,65,390,
CCCM-2024-SO220117-0436,Bula Jiq - Darbas,,Banadir,Mogadishu Khada,Kahda · CA15,2.0458574,45.2565763,90,540,
CCCM-2024-SO220117-0437,Bulale - Bulxan,,Banadir,Mogadishu Khada,,2.0489694,45.2483943,100,600,
CCCM-2024-SO220117-0438,Bulo Majin - Cel Amxari,,Banadir,Mogadishu Khada,Kahda · CA16,2.0519293,45.2652236,75,450,
CCCM-2024-SO220117-0439,Bulo Majin - Jalalaqsi,,Banadir,Mogadishu Khada,Kahda · CA16,2.0514956,45.2648437,55,330,
CCCM-2024-SO220117-0440,Bulo Sheeq,,Banadir,Mogadishu Khada,Kahda · CA12,2.0618263,45.255354,59,354,
CCCM-2024-SO220117-0298,Bulsho Bile - Aran Sooy,,Banadir,Mogadishu Khada,Kahda · CA05,2.0602012,45.2430849,70,140,
CCCM-2024-SO220117-0297,Bulsho bile - Baalow,,Banadir,Mogadishu Khada,Kahda · CA07,2.0614465,45.2451748,74,444,
CCCM-2024-SO220117-0211,Bulsho Bile - Bacaad,,Banadir,Mogadishu Khada,Kahda · CA05,2.0596242,45.2426824,160,440,
CCCM-2024-SO220117-0299,Bulsho bile - Bakooro,,Banadir,Mogadishu Khada,Kahda · CA05,2.0619604,45.244003,50,300,
CCCM-2024-SO220117-0296,Bulsho bile - Barako,,Banadir,Mogadishu Khada,Kahda · CA07,2.0613201,45.2455387,68,408,
CCCM-2024-SO220117-0301,Bulsho Bile - Biyo Cade,,Banadir,Mogadishu Khada,Kahda · CA05,2.0591931,45.2425359,50,100,
CCCM-2024-SO220117-0302,Bulsho Bile - Biyoole,,Banadir,Mogadishu Khada,Kahda · CA07,2.0607684,45.245117,60,120,
CCCM-2024-SO220117-0304,Bulsho bile - Buulodurow,,Banadir,Mogadishu Khada,Kahda · CA07,2.0601898,45.2460966,80,480,
CCCM-2024-SO220117-0303,Bulsho bile - Buulokulan,,Banadir,Mogadishu Khada,Kahda · CA05,2.0601199,45.2432757,67,402,
CCCM-2024-SO220117-0441,Bulsho bile - Buuloshiiq,,Banadir,Mogadishu Khada,Kahda · CA07,2.0608763,45.2456465,82,492,
CCCM-2024-SO220117-0305,Bulsho Bile - Dahab,,Banadir,Mogadishu Khada,Kahda · CA07,2.0607701,45.246386,175,1050,
CCCM-2024-SO220117-0307,Bulsho bile - Fiqi,,Banadir,Mogadishu Khada,Kahda · CA07,2.060872,45.2459933,68,408,
CCCM-2024-SO220117-0442,Bulsho Bile - Goriyale,,Banadir,Mogadishu Khada,Kahda · CA06,2.0598309,45.2467439,147,882,
CCCM-2024-SO220117-0212,Bulsho Bile - Hakabo,,Banadir,Mogadishu Khada,Kahda · CA07,2.0602708,45.2463792,60,120,
CCCM-2024-SO220117-0313,Bulsho bile - Hareeri,,Banadir,Mogadishu Khada,Kahda · CA07,2.0598481,45.2460952,90,540,
CCCM-2024-SO220117-0315,Bulsho Bile - Kuma Saar,,Banadir,Mogadishu Khada,Kahda · CA07,2.0607802,45.2445295,120,240,
CCCM-2024-SO220117-0326,Bulsho Bile - Liimone,,Banadir,Mogadishu Khada,Kahda · CA07,2.0606088,45.2453111,65,130,
CCCM-2024-SO220117-0327,Bulsho Bile - Mareerta,,Banadir,Mogadishu Khada,Kahda · CA06,2.0589918,45.2484551,62,372,
CCCM-2024-SO220117-0328,Bulsho Bile - Miidow,,Banadir,Mogadishu Khada,Kahda · CA07,2.0606777,45.244672,50,100,
CCCM-2024-SO220117-0325,Bulsho bile - Mooshe,,Banadir,Mogadishu Khada,Kahda · CA07,2.061355,45.2453079,70,420,
CCCM-2024-SO220117-0316,Bulsho Bile - Mudan,,Banadir,Mogadishu Khada,Kahda · CA07,2.0608311,45.2462466,70,140,
CCCM-2024-SO220117-0317,Bulsho Bile - Qorax,,Banadir,Mogadishu Khada,Kahda · CA07,2.0609503,45.2453306,85,170,
CCCM-2024-SO220117-0215,Bulsho Bile - Roonow Rabaa Og,,Banadir,Mogadishu Khada,Kahda · CA08,2.0618236,45.2446917,90,180,
CCCM-2024-SO220117-0321,Bulsho bile - Shinile,,Banadir,Mogadishu Khada,Kahda · CA05,2.062024,45.243842,55,330,
CCCM-2024-SO220117-0322,Bulsho Bile - Sool,,Banadir,Mogadishu Khada,Kahda · CA07,2.0617206,45.2453268,70,420,
CCCM-2024-SO220117-0323,Bulsho bile - Tugaarey,,Banadir,Mogadishu Khada,Kahda · CA05,2.0614754,45.2439253,99,594,
CCCM-2024-SO220117-0300,Bulsho Bille - Baal-Taag,,Banadir,Mogadishu Khada,Kahda · CA07,2.0606976,45.2451454,190,1140,
CCCM-2024-SO220117-0217,Bulsho Bille - Buulo-Bille,,Banadir,Mogadishu Khada,Kahda · CA07,2.060149,45.2459886,140,840,
CCCM-2024-SO220117-0218,Bulsho Bille - Ceelbaay,,Banadir,Mogadishu Khada,Kahda · CA05,2.059909,45.2435997,105,630,
CCCM-2024-SO220117-0309,Bulsho Bille - Garowlaay,,Banadir,Mogadishu Khada,Kahda · CA07,2.060545,45.245051,150,900,
CCCM-2024-SO220117-0459,Bulsho Bille - Haduuman,,Banadir,Mogadishu Khada,Kahda · CA07,2.060535,45.245395,115,690,
CCCM-2024-SO220117-0214,Bulsho Bille - Nasable,,Banadir,Mogadishu Khada,Kahda · CA05,2.0596445,45.2433222,175,1050,
CCCM-2024-SO220117-0319,Bulsho Bille - Roobaay,,Banadir,Mogadishu Khada,Kahda · CA07,2.0608995,45.2447036,135,810,
CCCM-2024-SO220117-0320,Bulsho Bille - Sharaf,,Banadir,Mogadishu Khada,Kahda · CA07,2.0609517,45.24507,165,990,
CCCM-2024-SO220117-0333,Bulsho Bille - Xeraale,,Banadir,Mogadishu Khada,Kahda · CA05,2.0598117,45.2432217,130,780,
CCCM-2024-SO220117-0460,Buraale - Kaayoow,,Banadir,Mogadishu Khada,Kahda · CA17,2.0550293,45.2685612,64,384,
CCCM-2024-SO220117-0463,Burfule - Bufow,,Banadir,Mogadishu Khada,Kahda · CA13,2.05651,45.2595813,53,318,
CCCM-2024-SO220117-0464,Burfule - Buurfule,,Banadir,Mogadishu Khada,Kahda · CA13,2.057543,45.2591903,55,312,
CCCM-2024-SO220117-0358,Buri,,Banadir,Mogadishu Khada,Kahda · CA08,2.0638983,45.2422133,65,390,
CCCM-2024-SO220117-0023,Buulo ciir - Alxamdu,,Banadir,Mogadishu Khada,,2.0612912,45.2234896,56,280,
CCCM-2024-SO220117-0465,Buulo Ciir - Buulo Shiid,,Banadir,Mogadishu Khada,,2.0614806,45.223332,70,420,
CCCM-2024-SO220117-0462,Caagane - Xareed,,Banadir,Mogadishu Khada,Kahda · CA06,2.0592857,45.2504924,80,480,
CCCM-2024-SO220117-0466,Caasho - Iom,,Banadir,Mogadishu Khada,Kahda · CA17,2.0546833,45.2712362,50,300,
CCCM-2024-SO220117-0467,Cabar Bino Ali - Alnasri,,Banadir,Mogadishu Khada,Kahda · CA13,2.0570292,45.2620211,68,348,
CCCM-2024-SO220117-0468,Cadaawe Nugul - Cadaawe Yare,,Banadir,Mogadishu Khada,Kahda · CA12,2.0604866,45.2535491,53,318,
CCCM-2024-SO220117-0469,Caliyaasiin - Rijaal,,Banadir,Mogadishu Khada,Kahda · CA16,2.0550384,45.2645761,80,450,
CCCM-2024-SO220117-0470,Caliyaasiin - Tawakal,,Banadir,Mogadishu Khada,Kahda · CA16,2.0556751,45.2646535,75,408,
CCCM-2024-SO220117-0471,Caliyasiin - Simow,,Banadir,Mogadishu Khada,Kahda · CA16,2.0555691,45.2637205,70,390,
CCCM-2024-SO220117-0472,Camaara - Najax,,Banadir,Mogadishu Khada,Kahda · CA08,2.0676956,45.2423017,190,1164,
CCCM-2024-SO220117-0473,Camaara - Nasiye,,Banadir,Mogadishu Khada,Kahda · CA08,2.0681111,45.2424606,75,420,
CCCM-2024-SO220117-0474,Camaara - Shanaan,,Banadir,Mogadishu Khada,Kahda · CA08,2.06869,45.242355,96,576,
CCCM-2024-SO220117-0475,Cambar Binu Cali - Anfac,,Banadir,Mogadishu Khada,Kahda · CA13,2.0568238,45.2615147,53,318,
CCCM-2024-SO220117-0476,Cambar Binu Cali - Galeyr,,Banadir,Mogadishu Khada,Kahda · CA13,2.0573268,45.2608279,90,540,
CCCM-2024-SO220117-0477,Canbar Bine Ali - Hamdi,,Banadir,Mogadishu Khada,Kahda · CA13,2.0570795,45.2622248,55,318,
CCCM-2024-SO220117-0478,Carkiil - Carkiil Dulqaad,,Banadir,Mogadishu Khada,Kahda · CA15,2.0476938,45.2512218,80,480,
CCCM-2024-SO220117-0479,Carkiil - Carkiil Tariyoow,,Banadir,Mogadishu Khada,Kahda · CA15,2.0481141,45.2511044,60,360,
CCCM-2024-SO220117-0480,Carkil - Carkil  Cadow,,Banadir,Mogadishu Khada,Kahda · CA15,2.047872,45.2511617,80,480,
CCCM-2024-SO220117-0677,Ceel  Dheer - Lafo  Gare,,Banadir,Mogadishu Khada,Kahda · CA15,2.0449178,45.2517682,60,360,
CCCM-2024-SO220117-0481,Ceel Ali - Caaghoog,,Banadir,Mogadishu Khada,Kahda · CA03,2.0681055,45.2322425,70,420,
CCCM-2024-SO220117-0482,Ceel Ali - Ceel Ali,,Banadir,Mogadishu Khada,Kahda · CA03,2.0674734,45.2319664,70,420,
CCCM-2024-SO220117-0483,Ceel Ali - Mustaqiim,,Banadir,Mogadishu Khada,Kahda · CA03,2.0669131,45.2318214,60,360,
CCCM-2024-SO220117-0678,Ceel Dheer - 4 Waab Dhobey,,Banadir,Mogadishu Khada,Kahda · CA15,2.0442591,45.2506712,60,300,
CCCM-2024-SO220117-0685,Ceel Dheer - Malayley,,Banadir,Mogadishu Khada,Kahda · CA15,2.0444819,45.2510607,244,1564,
CCCM-2024-SO220117-0686,Ceel Dheer - Tigeylow,,Banadir,Mogadishu Khada,Kahda · CA15,2.0440378,45.2515032,60,300,
CCCM-2024-SO220117-0687,Ceel Hareeri - Kubciye,,Banadir,Mogadishu Khada,Kahda · CA03,2.0639281,45.2319181,80,480,
CCCM-2024-SO220117-0688,Ceel Hareeri - Nasiib,,Banadir,Mogadishu Khada,Kahda · CA03,2.0638284,45.2322166,70,420,
CCCM-2024-SO220117-0689,Ceel hareri - Celjaale,,Banadir,Mogadishu Khada,Kahda · CA03,2.0642093,45.2320886,128,685,
CCCM-2024-SO220117-0484,Ceymoy,,Banadir,Mogadishu Khada,Kahda · CA13,2.0582772,45.2567783,70,350,
CCCM-2024-SO220117-0782,Ciifole - Casalay,,Banadir,Mogadishu Khada,Kahda · CA16,2.0515565,45.2667362,65,390,
CCCM-2024-SO220117-0781,Ciifole - Daariley,,Banadir,Mogadishu Khada,Kahda · CA16,2.0529315,45.2664866,60,360,
CCCM-2024-SO220117-0792,Ciifole - Dhay Suuf,,Banadir,Mogadishu Khada,Kahda · CA16,2.0519521,45.2668575,60,360,
CCCM-2024-SO220117-0793,Ciifole - Hilaac,,Banadir,Mogadishu Khada,Kahda · CA16,2.0516504,45.2656475,65,390,
CCCM-2024-SO220117-0794,Ciifole - Kaah,,Banadir,Mogadishu Khada,Kahda · CA16,2.0516942,45.2687731,60,360,
CCCM-2024-SO220117-0783,Ciifole - Kismayo,,Banadir,Mogadishu Khada,Kahda · CA16,2.0515849,45.268476,60,360,
CCCM-2024-SO220117-0796,Ciifole - Ruman,,Banadir,Mogadishu Khada,Kahda · CA16,2.0516818,45.2672507,65,360,
CCCM-2024-SO220117-0797,Ciifole - Xidig,,Banadir,Mogadishu Khada,Kahda · CA16,2.0529082,45.2668209,65,360,
CCCM-2024-SO220117-0800,Ciifoole - Axmadey Gulam,,Banadir,Mogadishu Khada,Kahda · CA16,2.0524398,45.2665381,55,330,
CCCM-2024-SO220117-0799,Ciifoole - Toswiile,,Banadir,Mogadishu Khada,Kahda · CA16,2.053108,45.2667119,55,330,
CCCM-2024-SO220117-0485,Ciigoow,,Banadir,Mogadishu Khada,Kahda · CA12,2.0612921,45.2541986,127,762,
CCCM-2024-SO220117-0404,Ciltire - Curdun,,Banadir,Mogadishu Khada,Kahda · CA07,2.06182,45.2458583,90,540,
CCCM-2024-SO220117-0488,Ciltire - Horsed,,Banadir,Mogadishu Khada,Kahda · CA07,2.0613644,45.2465144,100,600,
CCCM-2024-SO220117-0491,Ciltire - Taban Tabo,,Banadir,Mogadishu Khada,Kahda · CA07,2.061795,45.2462912,150,900,
CCCM-2024-SO220117-0494,Cusub,,Banadir,Mogadishu Khada,Kahda · CA12,2.0684605,45.2507388,65,390,
CCCM-2024-SO220117-0495,Daadaale1,,Banadir,Mogadishu Khada,Kahda · CA03,2.0665378,45.2333083,65,390,
CCCM-2024-SO220117-0795,Daarow - Aduulaay,,Banadir,Mogadishu Khada,Kahda · CA16,2.0495422,45.2635752,65,390,
CCCM-2024-SO220117-0801,Daarow - Barqadle,,Banadir,Mogadishu Khada,Kahda · CA16,2.0496204,45.2640686,70,420,
CCCM-2024-SO220117-0802,Daarow - Dolonfoole,,Banadir,Mogadishu Khada,Kahda · CA16,2.0499643,45.264332,70,420,
CCCM-2024-SO220117-0806,Daarow - Shaarlaawe,,Banadir,Mogadishu Khada,Kahda · CA16,2.0521263,45.2616292,65,390,
CCCM-2024-SO220117-0808,Daarow - Tiigso,,Banadir,Mogadishu Khada,Kahda · CA16,2.0492578,45.263858,70,420,
CCCM-2024-SO220117-0805,Daaus - Dauus,,Banadir,Mogadishu Khada,Kahda · CA13,2.0570029,45.2597134,115,660,
CCCM-2024-SO220117-0219,Dabdheer - Balbaley,,Banadir,Mogadishu Khada,,2.0543995,45.2457551,60,360,
CCCM-2024-SO220117-0220,Dabdheer - Dabdheer2,,Banadir,Mogadishu Khada,,2.0555102,45.2466518,92,552,
CCCM-2024-SO220117-0221,Dabdheer - Doon Awsure,,Banadir,Mogadishu Khada,,2.0550675,45.2454439,50,300,
CCCM-2024-SO220117-0222,Dabdheer - Salaxow,,Banadir,Mogadishu Khada,,2.054878,45.2457864,75,450,
CCCM-2024-SO220117-0223,Dabdheer - Shukurow,,Banadir,Mogadishu Khada,,2.0553246,45.2453056,60,360,
CCCM-2024-SO220117-0499,Dalabuna,,Banadir,Mogadishu Khada,Kahda · CA12,2.0577397,45.256304,95,475,
CCCM-2024-SO220117-0500,Dalada Nafada Midnimo - Horseed 3,,Banadir,Mogadishu Khada,Kahda · CA04,2.0651923,45.238106,145,870,
CCCM-2024-SO220117-0501,Dalhiis,,Banadir,Mogadishu Khada,Kahda · CA13,2.0547161,45.2582425,80,480,
CCCM-2024-SO220117-0361,Daljir,,Banadir,Mogadishu Khada,Kahda · CA08,2.0653887,45.2436313,54,108,
CCCM-2024-SO220117-0162,Daljir - Afmadow,,Banadir,Mogadishu Khada,,2.0559936,45.2548678,50,300,
CCCM-2024-SO220117-0163,Daljir - Asad,,Banadir,Mogadishu Khada,,2.0558637,45.2550597,50,300,
CCCM-2024-SO220117-0164,Daljir - Biyo Hared,,Banadir,Mogadishu Khada,,2.055967,45.2547568,60,360,
CCCM-2024-SO220117-0165,Daljir - Qurac Bisho,,Banadir,Mogadishu Khada,,2.0557299,45.25475,50,300,
CCCM-2024-SO220117-0551,Dan Iyo Daacad - Buulo Siidow,,Banadir,Mogadishu Khada,Kahda · CA13,2.0601164,45.258613,55,330,
CCCM-2024-SO220117-0553,Dan Iyo Daacad - Dan Iyo Danyar,,Banadir,Mogadishu Khada,Kahda · CA13,2.0602815,45.258996,70,420,
CCCM-2024-SO220117-0554,Dan Iyo Daacad - Qud-Alle,,Banadir,Mogadishu Khada,Kahda · CA13,2.058395,45.2590219,55,330,
CCCM-2024-SO220117-0555,Dan Iyo Daacad - Shaafici,,Banadir,Mogadishu Khada,Kahda · CA13,2.0600993,45.2587772,61,366,
CCCM-2024-SO220117-0552,Dan Iyo Dacad - Buulohaawo,,Banadir,Mogadishu Khada,Kahda · CA13,2.0610684,45.2598517,75,450,
CCCM-2024-SO220117-0556,Daruro - Ayan,,Banadir,Mogadishu Khada,Kahda · CA13,2.0593778,45.2601379,53,318,
CCCM-2024-SO220117-0557,Daruro - Casri,,Banadir,Mogadishu Khada,Kahda · CA13,2.0579308,45.2624406,53,318,
CCCM-2024-SO220117-0558,Daruro - Daruro,,Banadir,Mogadishu Khada,Kahda · CA13,2.0578732,45.2622376,53,318,
CCCM-2024-SO220117-0504,Daryeel - Al Ixsan,,Banadir,Mogadishu Khada,Kahda · CA08,2.0690498,45.2441288,94,564,
CCCM-2024-SO220117-0507,Daryeel - Libantoy,,Banadir,Mogadishu Khada,Kahda · CA08,2.0690498,45.2441288,146,876,
CCCM-2024-SO220117-0508,Daweey - Luuq,,Banadir,Mogadishu Khada,Kahda · CA06,2.0611253,45.247995,60,360,
CCCM-2024-SO220117-0826,Dayax - Khadiijo,,Banadir,Mogadishu Khada,Kahda · CA17,2.0546749,45.2710424,55,330,
CCCM-2024-SO220117-0858,Dayax - Laylo,,Banadir,Mogadishu Khada,Kahda · CA17,2.0546629,45.2708469,70,420,
CCCM-2024-SO220117-0859,Dayax - Maido,,Banadir,Mogadishu Khada,Kahda · CA17,2.0545459,45.2711324,50,300,
CCCM-2024-SO220117-0860,Dayax - Sagal,,Banadir,Mogadishu Khada,Kahda · CA14,2.0472597,45.2557485,70,420,
CCCM-2024-SO220117-0827,Deeq Rabi - Ceel Barrwaaqo,,Banadir,Mogadishu Khada,Kahda · CA17,2.0536296,45.2676317,70,420,
CCCM-2024-SO220117-0828,Deeq Rabi - Ceel Jaalo,,Banadir,Mogadishu Khada,Kahda · CA17,2.0537091,45.268323,65,390,
CCCM-2024-SO220117-0829,Deeq Rabi - Danwadaag,,Banadir,Mogadishu Khada,Kahda · CA17,2.0533882,45.2680645,70,420,
CCCM-2024-SO220117-0830,Deeq Rabi - Dardaarow,,Banadir,Mogadishu Khada,Kahda · CA17,2.0536636,45.2680475,70,420,
CCCM-2024-SO220117-0831,Deeq Rabi - Deeq Alle,,Banadir,Mogadishu Khada,Kahda · CA17,2.0546517,45.2684126,65,390,
CCCM-2024-SO220117-0832,Deeq Rabi - Kurtunwarey,,Banadir,Mogadishu Khada,Kahda · CA17,2.0539341,45.2683759,55,330,
CCCM-2024-SO220117-0833,Deeq Rabo - Saabirin,,Banadir,Mogadishu Khada,Kahda · CA17,2.0539781,45.2683723,60,360,
CCCM-2024-SO220117-0166,Deeqo - Ceel-Magad,,Banadir,Mogadishu Khada,Kahda · CA05,2.0544204,45.2421524,50,300,
CCCM-2024-SO220117-0167,Deeqo - Deeqo Jamaame,,Banadir,Mogadishu Khada,Kahda · CA05,2.0544117,45.2419033,55,330,
CCCM-2024-SO220117-0170,Degan Bered - Hori,,Banadir,Mogadishu Khada,Kahda · CA13,2.0589326,45.2624621,53,318,
CCCM-2024-SO220117-0169,Degan Bered - Janale,,Banadir,Mogadishu Khada,Kahda · CA13,2.0583766,45.262727,60,360,
CCCM-2024-SO220117-0560,Degan Bered - Yasir,,Banadir,Mogadishu Khada,Kahda · CA13,2.05823,45.262755,53,318,
CCCM-2024-SO220117-0509,Dhalwo - Bakal,,Banadir,Mogadishu Khada,Kahda · CA12,2.0651046,45.2511672,54,270,
CCCM-2024-SO220117-0510,Dhalwo - Hilal,,Banadir,Mogadishu Khada,Kahda · CA12,2.0651062,45.2511458,50,250,
CCCM-2024-SO220117-0511,Dhalwo - Muumin,,Banadir,Mogadishu Khada,Kahda · CA12,2.0657184,45.2520504,53,265,
CCCM-2024-SO220117-0512,Dhalwo - Najax,,Banadir,Mogadishu Khada,Kahda · CA12,2.065755,45.2517555,60,300,
CCCM-2024-SO220117-0513,Dhaweye,,Banadir,Mogadishu Khada,Kahda · CA13,2.0549222,45.2588061,70,420,
CCCM-2024-SO220117-0518,Dhaywarasb,,Banadir,Mogadishu Khada,Kahda · CA13,2.0538851,45.2562732,85,510,
CCCM-2024-SO220117-0363,Dheeman,,Banadir,Mogadishu Khada,Kahda · CA08,2.0643473,45.2444775,82,410,
CCCM-2024-SO220117-0527,Dhooy Mareer - Daash Makay,,Banadir,Mogadishu Khada,Kahda · CA16,2.0519783,45.2620142,61,366,
CCCM-2024-SO220117-0528,Dhuumole - Bulo Abdiyo,,Banadir,Mogadishu Khada,Kahda · CA03,2.0658326,45.2309347,70,420,
CCCM-2024-SO220117-0529,Dhuumole - Cagaarane,,Banadir,Mogadishu Khada,Kahda · CA03,2.0656133,45.2309017,60,360,
CCCM-2024-SO220117-0530,Dolabuna - Dolabuna,,Banadir,Mogadishu Khada,Kahda · CA13,2.0574895,45.2562233,53,318,
CCCM-2024-SO220117-0531,Dolawe - Matabaan,,Banadir,Mogadishu Khada,Kahda · CA12,2.062731,45.2506685,55,330,
CCCM-2024-SO220117-0538,Domborole,,Banadir,Mogadishu Khada,Kahda · CA12,2.0624759,45.2544605,82,492,
CCCM-2024-SO220117-0539,Doonyarow - Dooynyarow2,,Banadir,Mogadishu Khada,Kahda · CA03,2.064727,45.2294438,70,350,
CCCM-2024-SO220117-0542,Doowo - Baanow,,Banadir,Mogadishu Khada,Kahda · CA03,2.061713,45.2266815,65,390,
CCCM-2024-SO220117-0543,Doowo - Isarag,,Banadir,Mogadishu Khada,Kahda · CA03,2.0617983,45.2265644,60,360,
CCCM-2024-SO220117-0544,Doyarow - Eyla2,,Banadir,Mogadishu Khada,Kahda · CA03,2.0648582,45.2291835,120,720,
CCCM-2024-SO220117-0545,Doylawe,,Banadir,Mogadishu Khada,Kahda · CA03,2.0648727,45.2285562,150,900,
CCCM-2024-SO220117-0546,Dubaay - Jaale Jook,,Banadir,Mogadishu Khada,Kahda · CA06,2.0613097,45.247527,95,570,
CCCM-2024-SO220117-0547,Dubaay - Luq Jelow,,Banadir,Mogadishu Khada,Kahda · CA06,2.0616783,45.2476335,50,300,
CCCM-2024-SO220117-0230,Dubay - Bulo Jumac,,Banadir,Mogadishu Khada,Kahda · CA07,2.0607341,45.2465287,75,450,
CCCM-2024-SO220117-0232,Dubey - Bacaado,,Banadir,Mogadishu Khada,Kahda · CA06,2.0619506,45.247715,210,1260,
CCCM-2024-SO220117-0234,Dubey - Laab,,Banadir,Mogadishu Khada,Kahda · CA06,2.0601923,45.2475525,50,300,
CCCM-2024-SO220117-0237,Dubey - Nune,,Banadir,Mogadishu Khada,Kahda · CA06,2.0610106,45.2473759,52,312,
CCCM-2024-SO220117-0548,Ducale - Burdher,,Banadir,Mogadishu Khada,Kahda · CA13,2.0525863,45.2582787,53,318,
CCCM-2024-SO220117-0158,Ducale - Harar,,Banadir,Mogadishu Khada,Kahda · CA06,2.0572521,45.2449883,64,384,
CCCM-2024-SO220117-0159,Ducale - Hinshilow,,Banadir,Mogadishu Khada,Kahda · CA13,2.0529882,45.2585103,90,540,
CCCM-2024-SO220117-0168,Ducale - Jebey,,Banadir,Mogadishu Khada,Kahda · CA06,2.0576569,45.2452087,56,336,
CCCM-2024-SO220117-0161,Ducale - Rabbi Suge,,Banadir,Mogadishu Khada,Kahda · CA05,2.05959,45.2416917,70,420,
CCCM-2024-SO220117-0173,Ducale - Talo Wadag,,Banadir,Mogadishu Khada,Kahda · CA05,2.0591367,45.24185,60,360,
CCCM-2024-SO220117-0691,Ducaysane - Ducaysane,,Banadir,Mogadishu Khada,Kahda · CA15,2.045417,45.2542468,85,510,
CCCM-2024-SO220117-0835,Duceysane,,Banadir,Mogadishu Khada,Kahda · CA08,2.062027,45.2453276,100,600,
CCCM-2024-SO220117-0695,Duceysane - Duceysane,,Banadir,Mogadishu Khada,Kahda · CA17,2.0543492,45.2705448,50,300,
CCCM-2024-SO220117-0692,Duceysane - Gaway,,Banadir,Mogadishu Khada,Kahda · CA17,2.0542014,45.270521,50,300,
CCCM-2024-SO220117-0693,Duceysane - Shaw,,Banadir,Mogadishu Khada,Kahda · CA17,2.0543403,45.2708494,55,330,
CCCM-2024-SO220117-0549,Dudumaaye - Hakaw,,Banadir,Mogadishu Khada,Kahda · CA12,2.0639578,45.2535062,60,360,
CCCM-2024-SO220117-0550,Dulmadiid - Baydoa Yareey,,Banadir,Mogadishu Khada,Kahda · CA12,2.0638285,45.2544952,90,540,
CCCM-2024-SO220117-0559,Dulmadiid - Dulmadiid,,Banadir,Mogadishu Khada,Kahda · CA12,2.0625409,45.2534044,90,540,
CCCM-2024-SO220117-0042,Dulmeegaag - Nasiib,,Banadir,Mogadishu Khada,Kahda · CA03,2.0657038,45.2307828,55,330,
CCCM-2024-SO220117-0041,Dulmegaag - Ceel Cidey,,Banadir,Mogadishu Khada,Kahda · CA03,2.0652483,45.2303917,170,996,
CCCM-2024-SO220117-0561,Dulqadweyne,,Banadir,Mogadishu Khada,Kahda · CA12,2.0628972,45.2549171,64,384,
CCCM-2024-SO220117-0836,Dumaaye - Caawiye,,Banadir,Mogadishu Khada,Kahda · CA16,2.0525865,45.2683753,70,420,
